timestamp,PIR,FOTORES,OCCUPIED?
2020-11-05 10:45:22.789258,0,1,0
2020-11-05 10:45:23.790597,0,1,0
2020-11-05 10:45:24.791925,0,1,0
2020-11-05 10:45:25.793250,0,1,0
2020-11-05 10:45:26.794578,0,1,0
2020-11-05 10:45:27.795897,0,1,0
2020-11-05 10:45:28.797218,0,1,0
2020-11-05 10:45:29.798545,0,1,0
2020-11-05 10:45:30.799876,0,1,0
2020-11-05 10:45:31.801274,0,1,0
2020-11-05 10:45:32.802602,0,1,0
2020-11-05 10:45:33.803927,0,1,0
2020-11-05 10:45:34.805286,0,1,0
2020-11-05 10:45:35.806647,0,1,0
2020-11-05 10:45:36.807983,0,1,0
2020-11-05 10:45:37.809323,0,1,0
2020-11-05 10:45:38.810662,0,1,0
2020-11-05 10:45:39.811994,0,1,0
2020-11-05 10:45:40.813325,0,1,0
2020-11-05 10:45:41.814665,0,1,0
2020-11-05 10:45:42.815995,0,1,0
2020-11-05 10:45:43.817327,0,1,0
2020-11-05 10:45:44.818652,0,1,0
2020-11-05 10:45:45.820009,0,1,0
2020-11-05 10:45:46.821440,0,1,0
2020-11-05 10:45:47.822784,0,1,0
2020-11-05 10:45:48.824113,0,1,0
2020-11-05 10:45:49.825473,0,1,0
2020-11-05 10:45:50.826811,0,1,0
2020-11-05 10:45:51.828140,0,1,0
2020-11-05 10:45:52.829470,0,1,0
2020-11-05 10:45:53.830809,0,1,0
2020-11-05 10:45:54.832143,0,1,0
2020-11-05 10:45:55.833469,0,1,0
2020-11-05 10:45:56.834804,0,1,0
2020-11-05 10:45:57.836132,0,1,0
2020-11-05 10:45:58.837460,0,1,0
2020-11-05 10:45:59.838791,0,1,0
2020-11-05 10:46:00.840183,0,1,0
2020-11-05 10:46:01.841521,0,1,0
2020-11-05 10:46:02.842880,0,1,0
2020-11-05 10:46:03.844196,0,1,0
2020-11-05 10:46:04.845553,0,1,0
2020-11-05 10:46:05.846876,0,1,0
2020-11-05 10:46:06.848246,0,1,0
2020-11-05 10:46:07.849584,0,1,0
2020-11-05 10:46:08.850921,0,1,0
2020-11-05 10:46:09.852312,0,1,0
2020-11-05 10:46:10.853688,0,1,0
2020-11-05 10:46:11.855022,0,1,0
2020-11-05 10:46:12.856387,0,1,0
2020-11-05 10:46:13.857717,0,1,0
2020-11-05 10:46:14.859039,0,1,0
2020-11-05 10:46:15.860365,0,1,0
2020-11-05 10:46:16.861720,0,1,0
2020-11-05 10:46:17.863040,0,1,0
2020-11-05 10:46:18.864373,0,1,0
2020-11-05 10:46:19.865704,0,1,0
2020-11-05 10:46:20.867038,0,1,0
2020-11-05 10:46:21.868366,0,1,0
2020-11-05 10:46:22.869697,0,1,0
2020-11-05 10:46:23.871031,0,1,0
2020-11-05 10:46:24.872357,0,1,0
2020-11-05 10:46:25.873680,0,1,0
2020-11-05 10:46:26.875001,0,1,0
2020-11-05 10:46:27.876345,0,1,0
